filename,caption,truncated_caption,source,source_type,disease_label,hierarchical_disease_label,skin_concept,body_location,symptoms,age,gender
"note/Habif, Thomas P. - Clinical Dermatology (5th ed.)  -Elsevier Health Sciences-部分2_00391_21901_0.png","There are two steps in the process of pattern analysis. The first step is to decide whether the lesion is melanocytic or nonmelanocytic. Determine if aggregated globules, a pigment network, or branched streaks are present. If present, the lesion is melanocytic (e.g., nevus, melanoma). If not, look for structures characteristic of nonmelanocytic lesions. Learn characteristics of global features of pigmented lesions and local structures of benign pigmented lesions and melanoma to make a diagnosis.","There are two steps in the process of pattern analysis. The first step is to decide whether the lesion is melanocytic or nonmelanocytic. Determine if aggregated globules, a pigment network, or branched streaks are present. If present, the lesion is melanocytic (e.g., nevus, melanoma). If not, look for structures characteristic of nonmelanocytic lesions. Learn characteristics of global features of pigmented lesions and local structures of benign pigmented lesions and melanoma to make a diagnosis.",textbook_fail,knowledge,no definitive diagnosis,,"pigment network, brown(hyperpigmentation), streaks",No body location information,No symptom information,No age information,No gender information
youtube/oUcnoERGgH4_frame_21637_0.jpg,This image shows a healthy skin with a smooth texture and a natural color.,This image shows a healthy skin with a smooth texture and a natural color.,youtube,edu,no definitive diagnosis,no definitive diagnosis,smooth,No body location information,No symptom information,No age information,No gender information
youtube/TyY1qef8dIM_frame_562_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, likely caused by an allergic reaction to a specific substance. Treatment options may include topical creams or ointments, avoiding the allergen, and taking antihistamines.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, likely caused by an allergic reaction to a specific substance. Treatment options may include topical creams or ointments, avoiding the allergen, and taking antihistamines.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/y06F3fLlDzM_frame_2891_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, likely caused by an allergic reaction to an irritant. Treatment options include topical creams and avoiding the allergen.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, likely caused by an allergic reaction to an irritant. Treatment options include topical creams and avoiding the allergen.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/TL_AhJVL7Xg_frame_3317_1.jpg,"This image shows a close-up view of a person's face with a red, itchy rash covering their cheeks and nose. The rash appears to be caused by an allergic reaction to a specific food or environmental allergen, and treatment options include avoiding the allergen and using over-the-counter creams to alleviate the symptoms.","This image shows a close-up view of a person's face with a red, itchy rash covering their cheeks and nose. The rash appears to be caused by an allergic reaction to a specific food or environmental allergen, and treatment options include avoiding the allergen and using over-the-counter creams to alleviate the symptoms.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis",red,"nose, face",No symptom information,No age information,No gender information
youtube/TlLO0Ujv_wg_frame_29136_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, itchy patches on the skin. The cause of this condition is an allergic reaction to a specific substance, and treatment options include avoiding the allergen and using over-the-counter creams to relieve symptoms.","This image shows a close-up view of a skin disease characterized by red, itchy patches on the skin. The cause of this condition is an allergic reaction to a specific substance, and treatment options include avoiding the allergen and using over-the-counter creams to relieve symptoms.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/RBEULrR75Ic_frame_51337_1.jpg,"This image shows a close-up view of a person's face with a red, itchy rash covering their cheeks and nose. The rash appears to be caused by an allergic reaction to a specific food or environmental trigger, and treatment options may include avoiding the trigger, using over-the-counter creams, or seeing a dermatologist for prescription medication.","This image shows a close-up view of a person's face with a red, itchy rash covering their cheeks and nose. The rash appears to be caused by an allergic reaction to a specific food or environmental trigger, and treatment options may include avoiding the trigger, using over-the-counter creams, or seeing a dermatologist for prescription medication.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis",red,"nose, face",No symptom information,No age information,No gender information
youtube/JvBy2eSSKSs_frame_109686_2.jpg,"This image shows a close-up view of a skin disease characterized by red, itchy patches on the skin. The cause of this condition is an allergic reaction to certain substances, and treatment options include avoiding the allergen and using topical creams to alleviate symptoms.","This image shows a close-up view of a skin disease characterized by red, itchy patches on the skin. The cause of this condition is an allergic reaction to certain substances, and treatment options include avoiding the allergen and using topical creams to alleviate symptoms.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/kd-TLg-F0ho_frame_13850_0.jpg,"This image shows a close-up view of a person's skin, which appears red and inflamed, likely due to an allergic reaction. The cause of the reaction is unknown, but treatment options may include avoiding the allergen, using over-the-counter creams, or seeing a dermatologist for further evaluation and treatment.","This image shows a close-up view of a person's skin, which appears red and inflamed, likely due to an allergic reaction. The cause of the reaction is unknown, but treatment options may include avoiding the allergen, using over-the-counter creams, or seeing a dermatologist for further evaluation and treatment.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis",red,No body location information,No symptom information,No age information,No gender information
youtube/BtgdSHEP5u8_frame_2843_0.jpg,"This image depicts a skin disease characterized by the appearance of small, red, itchy bumps on the skin, often caused by an allergic reaction to certain substances. Treatment options include avoiding the allergen, using over-the-counter creams, and seeing a dermatologist for prescription medication.","This image depicts a skin disease characterized by the appearance of small, red, itchy bumps on the skin, often caused by an allergic reaction to certain substances. Treatment options include avoiding the allergen, using over-the-counter creams, and seeing a dermatologist for prescription medication.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis",red,No body location information,No symptom information,No age information,No gender information
youtube/aHtBU3cluTI_frame_31162_0_0.jpg,"This image shows a close-up of a person's face with a red, itchy rash covering their cheeks and nose. The rash is caused by an allergic reaction to a specific food or substance, and treatment options include avoiding the allergen and using over-the-counter creams to relieve symptoms.","This image shows a close-up of a person's face with a red, itchy rash covering their cheeks and nose. The rash is caused by an allergic reaction to a specific food or substance, and treatment options include avoiding the allergen and using over-the-counter creams to relieve symptoms.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis",red,"nose, face",No symptom information,No age information,No gender information
youtube/AGl_jpeAiyw_frame_1792_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an overactive immune response to a harmless substance. Treatment options include topical steroids and immunosuppressive medications.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an overactive immune response to a harmless substance. Treatment options include topical steroids and immunosuppressive medications.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/v3Hn2eplsiw_frame_25647_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, itchy patches on the skin. The cause of this condition is an allergic reaction to a specific substance, and treatment options include topical creams and avoiding the allergen.","This image shows a close-up view of a skin disease characterized by red, itchy patches on the skin. The cause of this condition is an allergic reaction to a specific substance, and treatment options include topical creams and avoiding the allergen.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/KC3Yyxprz20_frame_3846_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an overactive immune response to a harmless substance. Treatment options include topical steroids and immunosuppressants.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an overactive immune response to a harmless substance. Treatment options include topical steroids and immunosuppressants.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/ix5MVYezBqI_frame_31642_0_0.jpg,"This image shows a dermatologist discussing a skin disease characterized by a red, itchy rash with a scaly appearance, caused by an allergic reaction to certain irritants, and can be treated with topical creams and avoiding the allergen.","This image shows a dermatologist discussing a skin disease characterized by a red, itchy rash with a scaly appearance, caused by an allergic reaction to certain irritants, and can be treated with topical creams and avoiding the allergen.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, scaly",No body location information,No symptom information,No age information,No gender information
youtube/n42sfkDOr2E_frame_16706_0_0.jpg,"This image shows a close-up view of a person's skin, revealing a patch of redness and inflammation, likely caused by an allergic reaction to a certain medication. The affected area is characterized by a raised, red, and itchy rash, and treatment options may include topical creams or oral antihistamines to reduce inflammation and alleviate symptoms.","This image shows a close-up view of a person's skin, revealing a patch of redness and inflammation, likely caused by an allergic reaction to a certain medication. The affected area is characterized by a raised, red, and itchy rash, and treatment options may include topical creams or oral antihistamines to reduce inflammation and alleviate symptoms.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","patch, red, raised",oral,No symptom information,No age information,No gender information
youtube/TL_AhJVL7Xg_frame_1877_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, likely caused by an allergic reaction to a specific substance. Treatment options may include topical creams or oral medications to reduce inflammation and alleviate symptoms.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, likely caused by an allergic reaction to a specific substance. Treatment options may include topical creams or oral medications to reduce inflammation and alleviate symptoms.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",oral,No symptom information,No age information,No gender information
youtube/ES7RUPzSx3U_frame_1830_0_0.jpg,"This image shows superficial skin lesions with a red, raised appearance, likely caused by an inflammatory skin disease, and can be treated with topical corticosteroids and over-the-counter creams.","This image shows superficial skin lesions with a red, raised appearance, likely caused by an inflammatory skin disease, and can be treated with topical corticosteroids and over-the-counter creams.",youtube,edu,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")","red, raised",No body location information,No symptom information,No age information,No gender information
youtube/KC3Yyxprz20_frame_10935_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an overactive immune response. Treatment options include topical creams and ointments, as well as immunosuppressive medications.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an overactive immune response. Treatment options include topical creams and ointments, as well as immunosuppressive medications.",youtube,edu,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/s0YmSISoUug_frame_3817_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is not yet clear, but it may be related to an autoimmune disorder. Treatment options include topical creams and ointments to reduce inflammation and prevent further irritation.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is not yet clear, but it may be related to an autoimmune disorder. Treatment options include topical creams and ointments to reduce inflammation and prevent further irritation.",youtube,edu,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/v3Hn2eplsiw_frame_67623_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is an overactive immune response, and treatment options include topical steroids and antihistamines.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is an overactive immune response, and treatment options include topical steroids and antihistamines.",youtube,edu,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")","red, patch",No body location information,No symptom information,No age information,No gender information
note/Sewon-Kang-Fitzpatrick’s-Dermatology[2-Volume Set]-McGraw-Hil-Education(2019)-part8_00290_03575_0.png,Regional full-thickness skin graft. A triangular shape of tissue is removed from adjacent skin and placed in the defect. The graft donor site is closed primarily. The concept is very similar to an island pedicle flap without a vascular pedicle. Another triangular area was also removed from the right glabella of this patient.,Regional full-thickness skin graft. A triangular shape of tissue is removed from adjacent skin and placed in the defect. The graft donor site is closed primarily. The concept is very similar to an island pedicle flap without a vascular pedicle. Another triangular area was also removed from the right glabella of this patient.,textbook_fail,knowledge,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")",No visual concepts,No body location information,No symptom information,No age information,No gender information
youtube/dOfEBdWm1ec_frame_99599_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is an overactive immune response, and treatment options include topical steroids and antihistamines.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is an overactive immune response, and treatment options include topical steroids and antihistamines.",youtube,edu,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/BRviqsnfhHU_frame_32582_0.jpg,"This image shows a close-up of a person's skin with a focus on the deposition of IgG and CD3 antibodies, which indicate an autoimmune response. The treatment for this condition involves controlling the disease with a high dose of a vigorous or gaseous agent.","This image shows a close-up of a person's skin with a focus on the deposition of IgG and CD3 antibodies, which indicate an autoimmune response. The treatment for this condition involves controlling the disease with a high dose of a vigorous or gaseous agent.",youtube,edu,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")",No visual concepts,No body location information,No symptom information,No age information,No gender information
youtube/Y8kJmf3GX5E_frame_17480_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is an overactive immune response, and treatment options include topical steroids and immunosuppressants.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is an overactive immune response, and treatment options include topical steroids and immunosuppressants.",youtube,edu,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/acQFG1SqnDI_frame_127993_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is not yet clear, but it may be related to an autoimmune disorder. Treatment options include topical creams and corticosteroids to reduce inflammation and suppress the immune response.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is not yet clear, but it may be related to an autoimmune disorder. Treatment options include topical creams and corticosteroids to reduce inflammation and suppress the immune response.",youtube,edu,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")","red, patch",No body location information,No symptom information,No age information,No gender information
public/dermoscopy-00--isic2018-task1--ISIC-0013910--2d-none.png,"The image is a close-up dermoscopy photograph of human skin showing a skin lesion. A region of interest is located at right-center part of the image horizontally and middle part of image vertically, occupying approximately 2.2% of the total area. The skin surface is visible with a scale for size reference, and there are no medical devices present. The region of interest, which is highlighted, shows a skin lesion with an unusual color and texture, characterized by a darker pigmentation and a central area that appears to have a different texture and color compared to the surrounding skin. This lesion is likely the focus of medical concern, possibly indicating a pigmented skin lesion. The lesion's relative position to other regions could suggest a localized skin condition, potentially affecting only the area within the region of interest, without visible signs of spreading or association with adjacent areas. The lesion's distinct appearance from the surrounding skin could imply a localized pathological process.","The image is a close-up dermoscopy photograph of human skin showing a skin lesion. A region of interest is located at right-center part of the image horizontally and middle part of image vertically, occupying approximately 2.2% of the total area. The skin surface is visible with a scale for size reference, and there are no medical devices present. The region of interest, which is highlighted, shows a skin lesion with an unusual color and texture, characterized by a darker pigmentation and a central area that appears to have a different texture and color compared to the surrounding skin. This lesion is likely the focus of medical concern, possibly indicating a pigmented skin lesion. The lesion's relative position to other regions could suggest a localized skin condition, potentially affecting only the area within the region of interest, without visible signs of spreading or association with adjacent areas. The lesion's distinct appearance from the surrounding skin could imply a localized pathological process.",public_medical_dataset,knowledge,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")","pigmentation, brown(hyperpigmentation), scale",No body location information,No symptom information,No age information,No gender information
youtube/EGuUVunHzUQ_frame_4176_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is not yet fully understood, but it may be related to an autoimmune disorder. Treatment options include topical creams and ointments to reduce inflammation and prevent further irritation.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is not yet fully understood, but it may be related to an autoimmune disorder. Treatment options include topical creams and ointments to reduce inflammation and prevent further irritation.",youtube,edu,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/wZ4lVms6AxM_frame_2119_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is not yet clear, but it may be related to an autoimmune disorder. Treatment options include topical creams and corticosteroids to reduce inflammation and redness.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is not yet clear, but it may be related to an autoimmune disorder. Treatment options include topical creams and corticosteroids to reduce inflammation and redness.",youtube,edu,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")","red, patch",No body location information,No symptom information,No age information,No gender information
pubmed/9a_6e_PMC7735000_IDOJ_11_910_g004_2.png,Predicted diagnosis and actual diagnosis,Predicted diagnosis and actual diagnosis,pubmed_english,knowledge,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")",No visual concepts,No body location information,No symptom information,No age information,No gender information
youtube/7bGuvPANS94_frame_4270_3.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is an overactive immune response, and treatment options include topical steroids and immunosuppressive medications.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is an overactive immune response, and treatment options include topical steroids and immunosuppressive medications.",youtube,edu,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/-ujsOMO88KE_frame_18755_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is an overactive immune response, and treatment options include topical steroids and immunosuppressive medications.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is an overactive immune response, and treatment options include topical steroids and immunosuppressive medications.",youtube,edu,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")","red, patch",No body location information,No symptom information,No age information,No gender information
IIYI/66_1.png,"An 80-year-old female with a one-year history of skin lesions on both hands, scalp, and neck. She has normal blood pressure, blood sugar, and other indicators. There are no other medical histories except for endometrial cancer 17 years ago, which was surgically removed. The discussions between the poster and other users suggested ruling out lupus since there is no fever, joint pain, or mucosal lesions, and the routine blood tests are normal. Psoriasis was considered as a potential diagnosis.","An 80-year-old female with a one-year history of skin lesions on both hands, scalp, and neck. She has normal blood pressure, blood sugar, and other indicators. There are no other medical histories except for endometrial cancer 17 years ago, which was surgically removed. The discussions between the poster and other users suggested ruling out lupus since there is no fever, joint pain, or mucosal lesions, and the routine blood tests are normal. Psoriasis was considered as a potential diagnosis.",IIYI_chinese,forum,psoriasis,"inflammatory, non-infectious, psoriasis",No visual concepts,"scalp, neck, hand",tender,80,female
youtube/o1YUsJxsHdU_frame_138268_1.jpg,"This image describes a patient with a potential necrolytic migratory psoriatic form of skin disease, characterized by glittering, nomadic-like appearance and a connection to Pseudomonas infection. The patient was started on treatment containing aggressive gene therapy and amino acid supplementation.","This image describes a patient with a potential necrolytic migratory psoriatic form of skin disease, characterized by glittering, nomadic-like appearance and a connection to Pseudomonas infection. The patient was started on treatment containing aggressive gene therapy and amino acid supplementation.",youtube,edu,psoriasis,"inflammatory, non-infectious, psoriasis",No visual concepts,No body location information,No symptom information,No age information,No gender information
youtube/7yKeNoCB8_E_frame_33920_1.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is an overproduction of skin cells, which can be treated with topical steroids and other medications.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is an overproduction of skin cells, which can be treated with topical steroids and other medications.",youtube,edu,psoriasis,"inflammatory, non-infectious, psoriasis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/iIhr9-LwS5Q_frame_11211_9.jpg,"This image depicts a mentally-ill individual suffering from a skin disease characterized by a red, itchy rash with a raised, scaly appearance. The cause of this condition is not fully understood, but it may be related to an immune system disorder or an allergic reaction. Treatment options include topical creams, oral medications, and lifestyle changes to manage symptoms and prevent flare-ups.","This image depicts a mentally-ill individual suffering from a skin disease characterized by a red, itchy rash with a raised, scaly appearance. The cause of this condition is not fully understood, but it may be related to an immune system disorder or an allergic reaction. Treatment options include topical creams, oral medications, and lifestyle changes to manage symptoms and prevent flare-ups.",youtube,edu,psoriasis,"inflammatory, non-infectious, psoriasis","red, raised, scaly",oral,No symptom information,No age information,No gender information
youtube/Xl3sMLqhK30_frame_29964_5.jpg,"This image shows a Handyscope, a device used for examining the skin and diagnosing skin diseases such as eczema, psoriasis, and acne, which can present as red, scaly patches or pimples on the skin. The causes of these diseases can be genetic, environmental, or triggered by stress or allergies, and treatment options include topical creams, oral medications, and lifestyle changes.","This image shows a Handyscope, a device used for examining the skin and diagnosing skin diseases such as eczema, psoriasis, and acne, which can present as red, scaly patches or pimples on the skin. The causes of these diseases can be genetic, environmental, or triggered by stress or allergies, and treatment options include topical creams, oral medications, and lifestyle changes.",youtube,edu,psoriasis,"inflammatory, non-infectious, psoriasis",No visual concepts,oral,No symptom information,No age information,No gender information
