filename,caption,truncated_caption,source,source_type,disease_label,hierarchical_disease_label,skin_concept,body_location,symptoms,age,gender
"note/Habif, Thomas P. - Clinical Dermatology (5th ed.)  -Elsevier Health Sciences-部分2_00391_21901_0.png","There are two steps in the process of pattern analysis. The first step is to decide whether the lesion is melanocytic or nonmelanocytic. Determine if aggregated globules, a pigment network, or branched streaks are present. If present, the lesion is melanocytic (e.g., nevus, melanoma). If not, look for structures characteristic of nonmelanocytic lesions. Learn characteristics of global features of pigmented lesions and local structures of benign pigmented lesions and melanoma to make a diagnosis.","There are two steps in the process of pattern analysis. The first step is to decide whether the lesion is melanocytic or nonmelanocytic. Determine if aggregated globules, a pigment network, or branched streaks are present. If present, the lesion is melanocytic (e.g., nevus, melanoma). If not, look for structures characteristic of nonmelanocytic lesions. Learn characteristics of global features of pigmented lesions and local structures of benign pigmented lesions and melanoma to make a diagnosis.",textbook_fail,knowledge,no definitive diagnosis,,"pigment network, brown(hyperpigmentation), streaks",No body location information,No symptom information,No age information,No gender information
youtube/oUcnoERGgH4_frame_21637_0.jpg,This image shows a healthy skin with a smooth texture and a natural color.,This image shows a healthy skin with a smooth texture and a natural color.,youtube,edu,no definitive diagnosis,no definitive diagnosis,smooth,No body location information,No symptom information,No age information,No gender information
pubmed/f5_e3_PMC2536187_12245_2008_8_Fig2_HTML.png,The standard single-lead electrocardiogram (ECG) system,The standard single-lead electrocardiogram (ECG) system,pubmed_english,knowledge,no definitive diagnosis,,No visual concepts,No body location information,No symptom information,No age information,No gender information
pubmed/41_18_PMC5193125_eplasty16e35_fig2_1.jpg,Late postoperative result of the patient whose surgical details are explained previously.,Late postoperative result of the patient whose surgical details are explained previously.,pubmed_fail,knowledge,no definitive diagnosis,,No visual concepts,No body location information,No symptom information,No age information,No gender information
"edu/Christopher E. M. Griffiths (editor), Tanya O. Bleiker (editor), Daniel Creamer (editor), John R. Ingram (editor), Rosalind C. Simpson (editor) - Rook-s Dermatology Handbook-Wiley_00644_03097.png","b) Platelet emboli can lodge in the vasculature, causing areas of discoloration in the toes and sole of the foot, and can appear 'vasculitic-like'.","b) Platelet emboli can lodge in the vasculature, causing areas of discoloration in the toes and sole of the foot, and can appear 'vasculitic-like'.",textbook_english,knowledge,no definitive diagnosis,,No visual concepts,foot,No symptom information,No age information,No gender information
youtube/ypkfPgxNFms_frame_14671_1.jpg,"This image depicts a red, potentially inflamed skin condition that may require a biopsy for diagnosis and treatment.","This image depicts a red, potentially inflamed skin condition that may require a biopsy for diagnosis and treatment.",youtube,edu,no definitive diagnosis,no definitive diagnosis,red,No body location information,No symptom information,No age information,No gender information
pubmed/9b_a6_PMC8322220_13555_2021_569_Fig4_HTML_3.png,to 12 months of follow-up,to 12 months of follow-up,pubmed_english,knowledge,no definitive diagnosis,,No visual concepts,No body location information,No symptom information,No age information,No gender information
pubmed/e0_9f_PMC6597427_10-1055-s-0039-1692625-i1800009en-4_0.jpg,Knee and ankle total arcs of motion.,Knee and ankle total arcs of motion.,pubmed_fail,knowledge,no definitive diagnosis,,No visual concepts,"knee, ankle",No symptom information,No age information,No gender information
pubmed/7b_a5_PMC4068810_WO_18_22266_g002.png,The own method of taping,The own method of taping,pubmed_english,knowledge,no definitive diagnosis,,No visual concepts,No body location information,No symptom information,No age information,No gender information
youtube/mad_-Uza6Dk_frame_3288_0.jpg,"This image shows a fibrillar skin pattern characterized by dense, thin parallel lines with no respect for ridges and furrows, commonly seen on weight-bearing sites and the furrow pattern is the most common pattern on weight-bearing edges.","This image shows a fibrillar skin pattern characterized by dense, thin parallel lines with no respect for ridges and furrows, commonly seen on weight-bearing sites and the furrow pattern is the most common pattern on weight-bearing edges.",youtube,edu,no definitive diagnosis,no definitive diagnosis,No visual concepts,No body location information,No symptom information,No age information,No gender information
youtube/dmTY89DBhAg_frame_38872_2.jpg,"This image shows a pink, raised lesion on a lady's forearm, which could be a sign of skin cancer or another skin disease; further diagnosis and treatment are necessary.","This image shows a pink, raised lesion on a lady's forearm, which could be a sign of skin cancer or another skin disease; further diagnosis and treatment are necessary.",youtube,edu,no definitive diagnosis,no definitive diagnosis,"pink, raised",forearm,No symptom information,No age information,No gender information
youtube/kXQbVQ_C0CE_frame_11380_0_0.jpg,This image discusses treating skin lesions with gas permeable memory for a return to play.,This image discusses treating skin lesions with gas permeable memory for a return to play.,youtube,edu,no definitive diagnosis,no definitive diagnosis,No visual concepts,No body location information,No symptom information,No age information,No gender information
youtube/TyY1qef8dIM_frame_562_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, likely caused by an allergic reaction to a specific substance. Treatment options may include topical creams or ointments, avoiding the allergen, and taking antihistamines.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, likely caused by an allergic reaction to a specific substance. Treatment options may include topical creams or ointments, avoiding the allergen, and taking antihistamines.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/y06F3fLlDzM_frame_2891_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, likely caused by an allergic reaction to an irritant. Treatment options include topical creams and avoiding the allergen.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, likely caused by an allergic reaction to an irritant. Treatment options include topical creams and avoiding the allergen.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/TL_AhJVL7Xg_frame_3317_1.jpg,"This image shows a close-up view of a person's face with a red, itchy rash covering their cheeks and nose. The rash appears to be caused by an allergic reaction to a specific food or environmental allergen, and treatment options include avoiding the allergen and using over-the-counter creams to alleviate the symptoms.","This image shows a close-up view of a person's face with a red, itchy rash covering their cheeks and nose. The rash appears to be caused by an allergic reaction to a specific food or environmental allergen, and treatment options include avoiding the allergen and using over-the-counter creams to alleviate the symptoms.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis",red,"nose, face",No symptom information,No age information,No gender information
youtube/TlLO0Ujv_wg_frame_29136_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, itchy patches on the skin. The cause of this condition is an allergic reaction to a specific substance, and treatment options include avoiding the allergen and using over-the-counter creams to relieve symptoms.","This image shows a close-up view of a skin disease characterized by red, itchy patches on the skin. The cause of this condition is an allergic reaction to a specific substance, and treatment options include avoiding the allergen and using over-the-counter creams to relieve symptoms.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/RBEULrR75Ic_frame_51337_1.jpg,"This image shows a close-up view of a person's face with a red, itchy rash covering their cheeks and nose. The rash appears to be caused by an allergic reaction to a specific food or environmental trigger, and treatment options may include avoiding the trigger, using over-the-counter creams, or seeing a dermatologist for prescription medication.","This image shows a close-up view of a person's face with a red, itchy rash covering their cheeks and nose. The rash appears to be caused by an allergic reaction to a specific food or environmental trigger, and treatment options may include avoiding the trigger, using over-the-counter creams, or seeing a dermatologist for prescription medication.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis",red,"nose, face",No symptom information,No age information,No gender information
youtube/JvBy2eSSKSs_frame_109686_2.jpg,"This image shows a close-up view of a skin disease characterized by red, itchy patches on the skin. The cause of this condition is an allergic reaction to certain substances, and treatment options include avoiding the allergen and using topical creams to alleviate symptoms.","This image shows a close-up view of a skin disease characterized by red, itchy patches on the skin. The cause of this condition is an allergic reaction to certain substances, and treatment options include avoiding the allergen and using topical creams to alleviate symptoms.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/kd-TLg-F0ho_frame_13850_0.jpg,"This image shows a close-up view of a person's skin, which appears red and inflamed, likely due to an allergic reaction. The cause of the reaction is unknown, but treatment options may include avoiding the allergen, using over-the-counter creams, or seeing a dermatologist for further evaluation and treatment.","This image shows a close-up view of a person's skin, which appears red and inflamed, likely due to an allergic reaction. The cause of the reaction is unknown, but treatment options may include avoiding the allergen, using over-the-counter creams, or seeing a dermatologist for further evaluation and treatment.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis",red,No body location information,No symptom information,No age information,No gender information
youtube/BtgdSHEP5u8_frame_2843_0.jpg,"This image depicts a skin disease characterized by the appearance of small, red, itchy bumps on the skin, often caused by an allergic reaction to certain substances. Treatment options include avoiding the allergen, using over-the-counter creams, and seeing a dermatologist for prescription medication.","This image depicts a skin disease characterized by the appearance of small, red, itchy bumps on the skin, often caused by an allergic reaction to certain substances. Treatment options include avoiding the allergen, using over-the-counter creams, and seeing a dermatologist for prescription medication.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis",red,No body location information,No symptom information,No age information,No gender information
youtube/aHtBU3cluTI_frame_31162_0_0.jpg,"This image shows a close-up of a person's face with a red, itchy rash covering their cheeks and nose. The rash is caused by an allergic reaction to a specific food or substance, and treatment options include avoiding the allergen and using over-the-counter creams to relieve symptoms.","This image shows a close-up of a person's face with a red, itchy rash covering their cheeks and nose. The rash is caused by an allergic reaction to a specific food or substance, and treatment options include avoiding the allergen and using over-the-counter creams to relieve symptoms.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis",red,"nose, face",No symptom information,No age information,No gender information
youtube/AGl_jpeAiyw_frame_1792_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an overactive immune response to a harmless substance. Treatment options include topical steroids and immunosuppressive medications.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an overactive immune response to a harmless substance. Treatment options include topical steroids and immunosuppressive medications.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/v3Hn2eplsiw_frame_25647_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, itchy patches on the skin. The cause of this condition is an allergic reaction to a specific substance, and treatment options include topical creams and avoiding the allergen.","This image shows a close-up view of a skin disease characterized by red, itchy patches on the skin. The cause of this condition is an allergic reaction to a specific substance, and treatment options include topical creams and avoiding the allergen.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/KC3Yyxprz20_frame_3846_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an overactive immune response to a harmless substance. Treatment options include topical steroids and immunosuppressants.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an overactive immune response to a harmless substance. Treatment options include topical steroids and immunosuppressants.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/ix5MVYezBqI_frame_31642_0_0.jpg,"This image shows a dermatologist discussing a skin disease characterized by a red, itchy rash with a scaly appearance, caused by an allergic reaction to certain irritants, and can be treated with topical creams and avoiding the allergen.","This image shows a dermatologist discussing a skin disease characterized by a red, itchy rash with a scaly appearance, caused by an allergic reaction to certain irritants, and can be treated with topical creams and avoiding the allergen.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, scaly",No body location information,No symptom information,No age information,No gender information
youtube/n42sfkDOr2E_frame_16706_0_0.jpg,"This image shows a close-up view of a person's skin, revealing a patch of redness and inflammation, likely caused by an allergic reaction to a certain medication. The affected area is characterized by a raised, red, and itchy rash, and treatment options may include topical creams or oral antihistamines to reduce inflammation and alleviate symptoms.","This image shows a close-up view of a person's skin, revealing a patch of redness and inflammation, likely caused by an allergic reaction to a certain medication. The affected area is characterized by a raised, red, and itchy rash, and treatment options may include topical creams or oral antihistamines to reduce inflammation and alleviate symptoms.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","patch, red, raised",oral,No symptom information,No age information,No gender information
youtube/TL_AhJVL7Xg_frame_1877_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, likely caused by an allergic reaction to a specific substance. Treatment options may include topical creams or oral medications to reduce inflammation and alleviate symptoms.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, likely caused by an allergic reaction to a specific substance. Treatment options may include topical creams or oral medications to reduce inflammation and alleviate symptoms.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",oral,No symptom information,No age information,No gender information
youtube/kUUeqGdaoTc_frame_6560_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, itchy patches on the skin, likely caused by an allergic reaction to an irritant. Treatment options include avoiding the allergen, using over-the-counter creams for relief, and consulting a dermatologist for further evaluation and treatment.","This image shows a close-up view of a skin disease characterized by red, itchy patches on the skin, likely caused by an allergic reaction to an irritant. Treatment options include avoiding the allergen, using over-the-counter creams for relief, and consulting a dermatologist for further evaluation and treatment.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/JvBy2eSSKSs_frame_110197_5.jpg,"This image shows a close-up view of a skin disease characterized by red, itchy patches on the skin, caused by an allergic reaction to certain irritants. The treatment options include avoiding the allergen, using over-the-counter creams for relief, and seeing a dermatologist for further treatment.","This image shows a close-up view of a skin disease characterized by red, itchy patches on the skin, caused by an allergic reaction to certain irritants. The treatment options include avoiding the allergen, using over-the-counter creams for relief, and seeing a dermatologist for further treatment.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/v3Hn2eplsiw_frame_37183_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, likely caused by an allergic reaction to a specific substance. Treatment options include topical steroid creams and avoiding the allergen.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, likely caused by an allergic reaction to a specific substance. Treatment options include topical steroid creams and avoiding the allergen.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/p5-sNkNQHUY_frame_53857_0_0.jpg,"This image depicts a skin disease characterized by a red, raised, and itchy patch on the skin, often caused by an allergic reaction or infection, and can be treated with topical creams or oral medications.","This image depicts a skin disease characterized by a red, raised, and itchy patch on the skin, often caused by an allergic reaction or infection, and can be treated with topical creams or oral medications.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, raised, patch",oral,No symptom information,No age information,No gender information
youtube/-0iwxhvw0HM_frame_74485_7.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, likely caused by an allergic reaction to an irritant. Treatment options include topical steroid creams and avoiding the allergen.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, likely caused by an allergic reaction to an irritant. Treatment options include topical steroid creams and avoiding the allergen.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/wGV5qlQ_Tcw_frame_63529_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an overactive immune response to a harmless substance. Treatment options include topical creams and corticosteroids to reduce inflammation and prevent further irritation.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an overactive immune response to a harmless substance. Treatment options include topical creams and corticosteroids to reduce inflammation and prevent further irritation.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/V_e-zwE9xCc_frame_196200_0_0.jpg,"This image shows a person with a skin disease characterized by red, itchy patches on their skin. The cause of this condition is an allergic reaction to a particular substance, and treatment options include topical creams and avoiding the allergen.","This image shows a person with a skin disease characterized by red, itchy patches on their skin. The cause of this condition is an allergic reaction to a particular substance, and treatment options include topical creams and avoiding the allergen.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/QGHeQiLQZcc_frame_18748_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, likely caused by an allergic reaction to an irritant. Treatment options include topical creams and ointments to reduce inflammation and itching.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, likely caused by an allergic reaction to an irritant. Treatment options include topical creams and ointments to reduce inflammation and itching.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/IA0eOjP2dzE_frame_4115_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, likely caused by an allergic reaction to an irritant. Treatment options include topical creams and ointments to reduce inflammation and itching.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, likely caused by an allergic reaction to an irritant. Treatment options include topical creams and ointments to reduce inflammation and itching.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/bbf74h-qQCQ_frame_5863_0.jpg,"This image shows a close-up view of a skin disease characterized by red, itchy patches on the skin, likely caused by an allergic reaction to an irritant. Treatment options include avoiding the allergen, using over-the-counter creams, and seeing a dermatologist for prescription medication.","This image shows a close-up view of a skin disease characterized by red, itchy patches on the skin, likely caused by an allergic reaction to an irritant. Treatment options include avoiding the allergen, using over-the-counter creams, and seeing a dermatologist for prescription medication.",youtube,edu,allergic contact dermatitis,"inflammatory, non-infectious, eczema, contact dermatitis, allergic contact dermatitis","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/ES7RUPzSx3U_frame_1830_0_0.jpg,"This image shows superficial skin lesions with a red, raised appearance, likely caused by an inflammatory skin disease, and can be treated with topical corticosteroids and over-the-counter creams.","This image shows superficial skin lesions with a red, raised appearance, likely caused by an inflammatory skin disease, and can be treated with topical corticosteroids and over-the-counter creams.",youtube,edu,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")","red, raised",No body location information,No symptom information,No age information,No gender information
youtube/KC3Yyxprz20_frame_10935_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an overactive immune response. Treatment options include topical creams and ointments, as well as immunosuppressive medications.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin, caused by an overactive immune response. Treatment options include topical creams and ointments, as well as immunosuppressive medications.",youtube,edu,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/s0YmSISoUug_frame_3817_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is not yet clear, but it may be related to an autoimmune disorder. Treatment options include topical creams and ointments to reduce inflammation and prevent further irritation.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is not yet clear, but it may be related to an autoimmune disorder. Treatment options include topical creams and ointments to reduce inflammation and prevent further irritation.",youtube,edu,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/v3Hn2eplsiw_frame_67623_0_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is an overactive immune response, and treatment options include topical steroids and antihistamines.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is an overactive immune response, and treatment options include topical steroids and antihistamines.",youtube,edu,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")","red, patch",No body location information,No symptom information,No age information,No gender information
note/Sewon-Kang-Fitzpatrick’s-Dermatology[2-Volume Set]-McGraw-Hil-Education(2019)-part8_00290_03575_0.png,Regional full-thickness skin graft. A triangular shape of tissue is removed from adjacent skin and placed in the defect. The graft donor site is closed primarily. The concept is very similar to an island pedicle flap without a vascular pedicle. Another triangular area was also removed from the right glabella of this patient.,Regional full-thickness skin graft. A triangular shape of tissue is removed from adjacent skin and placed in the defect. The graft donor site is closed primarily. The concept is very similar to an island pedicle flap without a vascular pedicle. Another triangular area was also removed from the right glabella of this patient.,textbook_fail,knowledge,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")",No visual concepts,No body location information,No symptom information,No age information,No gender information
youtube/dOfEBdWm1ec_frame_99599_0.jpg,"This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is an overactive immune response, and treatment options include topical steroids and antihistamines.","This image shows a close-up view of a skin disease characterized by red, inflamed patches on the skin. The cause of this condition is an overactive immune response, and treatment options include topical steroids and antihistamines.",youtube,edu,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")","red, patch",No body location information,No symptom information,No age information,No gender information
youtube/BRviqsnfhHU_frame_32582_0.jpg,"This image shows a close-up of a person's skin with a focus on the deposition of IgG and CD3 antibodies, which indicate an autoimmune response. The treatment for this condition involves controlling the disease with a high dose of a vigorous or gaseous agent.","This image shows a close-up of a person's skin with a focus on the deposition of IgG and CD3 antibodies, which indicate an autoimmune response. The treatment for this condition involves controlling the disease with a high dose of a vigorous or gaseous agent.",youtube,edu,"irritated seborrheic keratosis (from ""sk/isk"")","proliferations, benign, non-melanocytic, seborrheic keratosis, irritated seborrheic keratosis (from ""sk/isk"")",No visual concepts,No body location information,No symptom information,No age information,No gender information
